nama_toko,url_toko,rating_toko,nama_produk,harga,rating_produk,terjual,lokasi_seller,kategori,badge,url_produk,platform,waktu_scrape
MamyPoko,https://www.lazada.co.id/shop/mamypoko1629966944/?itemId=8615140993&channelSource=pdp,-,"[BARU!] MamyPoko Pants X-Tra Kering ukuran XXXL (18-35kg), isi 30+2pcs - Popok Bayi
Rp85.900",-,4.9,-,Kab. Gresik,Ibu & Bayi,-,https://www.lazada.co.id/products/pdp-i8615140993-s16020370986.html,Lazada,2026-09-21 10:14
ROXY GROSIR AKSESORIS,https://www.lazada.co.id/shop/roxy-grosir-aksesoris/?itemId=8287170012&channelSource=pdp,-,"Kemoceng Microfiber 2.8m Tarik Tekuk Fleksibel Alat Tongkat Panjang Pembersih Langit Rumah
Rp17.650 -61%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8287170012-s14696742695.html,Lazada,2026-09-21 10:14
-,-,-,"selahan mio sporty mio soul karbu fino karbu engkolan mio smile
Rp19.000 -65%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5527384189-s14478790814.html,Lazada,2026-09-21 10:14
Wings Flagship Store,https://www.lazada.co.id/shop/wings-flagship-store/?itemId=5576678154&channelSource=pdp,-,"NEO Coffee Instan Caramel Machiato 9x20gr
Rp10.600",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5576678154-s11030412353.html,Lazada,2026-09-21 10:14
ISTANA PARFUME 1594686472,https://www.lazada.co.id/shop/istana-parfume-1594686472/?itemId=8675436008&channelSource=pdp,-,"PARFUM REFFIL 50ML PARFUM UNISEX PARFUM GENERASII BEBAS PILIH AROMA
Rp20.000 -50%",-,4.9,-,Kab. Gresik,Kecantikan,-,https://www.lazada.co.id/products/pdp-i8675436008-s16143878941.html,Lazada,2026-09-21 10:14
Adni_collection,https://www.lazada.co.id/shop/adnicollection/?itemId=7120906380&channelSource=pdp,-,"CHARGER / CASAN MICKRO USB OPPO 65W ORI FLASH CHARGING KOMPITABEL BUAT SEMUA HP ANDROID
Rp21.257 -75%",-,4.4,-,Kab. Gresik,Handphone & Aksesoris,-,https://www.lazada.co.id/products/pdp-i7120906380-s13424480319.html,Lazada,2026-09-21 10:14
SCORA,https://www.lazada.co.id/lazada6692048360_scora-127185203/?type=brand,-,"SCORA Sheer Glow Tone Up Cream 30 Gr Tone Up Viral Mencerahkan Secara Natural
Rp34.900",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8362384042-s14788712162.html,Lazada,2026-09-21 10:14
beauty.glow,https://www.lazada.co.id/shop/beautyglow1629969738/?itemId=5708924231&channelSource=pdp,-,"Vaseline Lip Therapy Original White / Pelembab bibir
Rp8.000",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5708924231-s11159420075.html,Lazada,2026-09-21 10:14
DaveVariasi,https://www.lazada.co.id/shop/davevariasi/?itemId=6292082947&channelSource=pdp,-,"Lampu LED Motor H6 12 Mata AC DC Putih Jauh Dekat
Rp12.990 -57%",-,4.7,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i6292082947-s14321404154.html,Lazada,2026-09-21 10:14
Mandom,https://www.lazada.co.id/shop/mandom/?itemId=8014150715&channelSource=pdp,-,"GATSBY Deodorant Nature Perfume Body Spray Relax Musk
Rp19.530",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8014150715-s14437302467.html,Lazada,2026-09-21 10:14
-,-,-,"SELE JELI STOBERY BLUEBERY NANAS 250GRM
Rp5.000",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8418510447-s14859520264.html,Lazada,2026-09-21 10:14
Rdmhijab,https://www.lazada.co.id/shop/7u7zozsg/?itemId=8283590868&channelSource=pdp,-,"Daily Hijab Bergo Sporty Non Pet Jilbab Instan Sporty Hamidah Malay Jersey Non Pad Menutup Dada
Rp16.800 -52%",-,4.6,-,Kab. Gresik,Fashion Muslim,-,https://www.lazada.co.id/products/pdp-i8283590868-s14692308143.html,Lazada,2026-09-21 10:14
Elephant,https://www.lazada.co.id/elephant/?type=brand,-,"2 PCS LEBIH MURAH LEM TIKUS SUPER KUAT DAN LENGKET TERLARIS CAP GAJAH
Rp12.000 -44%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7003984550-s14647008816.html,Lazada,2026-09-21 10:14
mandiri foam,https://www.lazada.co.id/shop/mandiri-foam/?itemId=8636894615&channelSource=pdp,-,"Perlak Meteran Anti air Oscar Waterproof Perlak Bayi Alas Karpet Meja Alas Kasur Ibu Melahirkan
Rp50.000",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8636894615-s16054152330.html,Lazada,2026-09-21 10:14
Master Pack ID Bekasi,https://www.lazada.co.id/shop/master-pack-id-bekasi/?itemId=8320144111&channelSource=pdp,-,"Lakban Bening - Lakban Cokelat Ekonomis 45 mm x 300 Yard Jumbo Master Pack Indonesia
Rp18.000",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8320144111-s14737968205.html,Lazada,2026-09-21 10:14
Nilai Toko 98%,,-,"[Paket Isi 4] POSH Spray Cologne Men Cool Blue Botol 150ML
Rp63.000",-,4.9,1,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7861342214-s14274246729.html,Lazada,2026-09-21 10:14
W2Fit healthy Grocery Store,https://www.lazada.co.id/shop/w2fit-healthy-grocery-store/?itemId=8686866484&channelSource=pdp,-,"GARNIER Color Natural Pewarna Rambut Sachet
Rp17.499",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8686866484-s16125068239.html,Lazada,2026-09-21 10:14
-,-,-,"KAOS POLOS DEWASA LENGAN PANJANG UKURAN M-L-XL-XXL COTTON COMED
Rp20.500 -71%",-,-,-,Kab. Gresik,Fashion Pria,-,https://www.lazada.co.id/products/pdp-i5883412015-s16024332507.html,Lazada,2026-09-21 10:14
-,-,-,"LEM LCD TOUCHSCREEN 15ML E8000 T7000 T5000 HIGH QUALITY - GLUE SERBA GUNA
Rp11.000",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i4293504208-s7311008383.html,Lazada,2026-09-21 10:14
Studio Dina,https://www.lazada.co.id/shop/k0nxdwp7/?itemId=8355424132&channelSource=pdp,-,"Bolt Makanan Kucing 800 gram - Tuna ( Ungu )
Rp22.500 -10%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8355424132-s14781074199.html,Lazada,2026-09-21 10:14
-,-,-,"Headset Bluetooth Magnet Stereo Sport 4.1 Magnetik Extra Bass XT-11 Top Quality Wireless Earphone
Rp16.800 -50%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8014270135-s14437446731.html,Lazada,2026-09-21 10:14
-,-,-,"Celana Shot Wanita Dewasa Legging Pendek Shortpants Spandek Premium
Rp6.000 -70%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5705170712-s16219778904.html,Lazada,2026-09-21 10:14
-,-,-,"BLACK MAGIC PREMIUM isi 100ml penghitam body motor permanen
Rp13.000",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7099346082-s13396568672.html,Lazada,2026-09-21 10:14
-,-,-,"Minyak Goreng Renceng isi 10 pcs .. berisi 10 X 35 ml
Rp10.500 -48%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i6268224450-s11900686521.html,Lazada,2026-09-21 10:14
Andrian Kids Store,https://www.lazada.co.id/shop/andrian-kids-store/?itemId=6149132575&channelSource=pdp,-,"Shevano - Sandal Jepit Anak Laki-laki Tali Belakang Model Keren - Andrian kids store
Rp12.950 -57%",-,4.8,-,Kab. Gresik,Sepatu & Sandal,-,https://www.lazada.co.id/products/pdp-i6149132575-s11727726737.html,Lazada,2026-09-21 10:14
-,-,-,"DELVINFASHION (COD) SWITER HOODIE PRIA LENGAN PANJANG STARLHO/SWITER HOODIE PRIA TERBARU/SWITER PRIA TERLARIS
Rp56.999 -62%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i959458363-s8056728151.html,Lazada,2026-09-21 10:14
-,-,-,"( PROMO )Celana Jeans Cutbray Wanita Dewasa Celana Jeans Jumbo Pinggang Full karet Terkini
Rp27.999 -72%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i18856677458-s116271145118.html,Lazada,2026-09-21 10:14
-,-,-,"Singlet Cowok Dewasa NY.02 Singlet Pria Distro Cutton Combed
Rp13.000 -19%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5558538744-s13072104368.html,Lazada,2026-09-21 10:14
-,-,-,"(GROSIR : 10 SET) SLIDER SLIDE PIECE SET KLIP HONDA BEAT VARIO 110 FI
Rp22.655 -40%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5189030400-s9725300181.html,Lazada,2026-09-21 10:14
omah suwal,https://www.lazada.co.id/shop/omah-suwal/?itemId=8755780592&channelSource=pdp,-,"CELANA PANJANG PRIA CARGO SUPER JUMBO CELANA CARGO PANTS PRIA JUMBO CELANA KOREAN STYLE PRIA PANJANG CARGO SUPER JUMBO
Rp33.300 -26%",-,4.6,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8755780592-s16199636949.html,Lazada,2026-09-21 10:14
Gramedia,https://www.lazada.co.id/gramedia/?type=brand,-,"GADIS KRETEK (COVER BARU 2019) ISBN LAMA
Rp60.000",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i6039238268-s11602672338.html,Lazada,2026-09-21 10:14
ALINA,https://www.lazada.co.id/alina-195856/?type=brand,-,"Sandal Wanita Terbaru/Sendal Selop Jelly Alina 225 K5/Sendal Karet Import Kekinian
Rp39.500 -40%",-,-,-,Kab. Gresik,Sepatu & Sandal,-,https://www.lazada.co.id/products/pdp-i8418424808-s16116412773.html,Lazada,2026-09-21 10:14
BMS Store26,https://www.lazada.co.id/shop/ptn1vey4/?itemId=8277332476&channelSource=pdp,-,"Lem Botol - Lem Power Glue Botol Handsome - 1 Lembar Isi 12 Pcs
Rp22.980 -4%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8277332476-s14686048139.html,Lazada,2026-09-21 10:14
-,-,-,"SHAMPO ZING SASET 1RENCENG ISI 24 PICS HARGA MURAH POL
Rp17.500",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8317438246-s14734012828.html,Lazada,2026-09-21 10:14
Tapax.co,https://www.lazada.co.id/shop/tapax-co/?itemId=8244460752&channelSource=pdp,-,"Tas Selempang Laki Laki Tapaxco Marsha Tas Slempang Pria Keren Local Brand FREE 2 PIN Random
Rp31.679 -68%",-,4.7,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8244460752-s14650780606.html,Lazada,2026-09-21 10:14
Tlogo_Shop,https://www.lazada.co.id/shop/szj0roy3/?itemId=8160560868&channelSource=pdp,-,"Collins Choco Crunchy 200gr ( Repack )
Rp15.000",-,4.7,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8160560868-s14561994046.html,Lazada,2026-09-21 10:14
agrofarm house,https://www.lazada.co.id/shop/agrofarm-house/?itemId=7714430069&channelSource=pdp,-,"AGROPIN media tanam cocopeat murni agropin original TERLARIS no. 1 diindonesia mengembang 6x dari ukuran semula
Rp20.100 -20%",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7714430069-s14198786110.html,Lazada,2026-09-21 10:14
SURYA_KRSTORE277,https://www.lazada.co.id/shop/surya-krstore277/?itemId=7337984138&channelSource=pdp,-,"KR Tas Ransel Terbaru Style korea Tas karakter sapi cute Terlaris mini
Rp15.250 -56%",-,4.4,-,Kab. Gresik,Tas & Koper,-,https://www.lazada.co.id/products/pdp-i7337984138-s13739922552.html,Lazada,2026-09-21 10:14
AmazeFan,https://www.lazada.co.id/amazefan-123262830/?type=brand,-,"AmazeFan X20 Ultra Smartwatch 49mm BT Call
Rp79.000",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8747076310-s16187308702.html,Lazada,2026-09-21 10:14
auliarehan,https://www.lazada.co.id/shop/auliarehan/?itemId=7343624742&channelSource=pdp,-,"Sabun Muka/Pembersih Wajah Nivea men dark spot minimizer extra bright 10 Facial Foam 50ml
Rp10.000 -60%",-,4.6,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7343624742-s16189738460.html,Lazada,2026-09-21 10:14
Nahdah,https://www.lazada.co.id/nahdah-250062/?type=brand,-,"Nahda mikhayla Ecer krim Siang dan Malam Normal & Acne Kemasan Baru original 100% bpom dan halal
Rp40.000",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i3623096427-s14413326380.html,Lazada,2026-09-21 10:14
-,-,-,"Handuk Dewasa JUMBO Polos/ Handuk Mandi Polos/Souvenir Handuk Ukuran 80cmx150cm & 70x140cm Termurah
Rp22.500 -42%",-,-,-,Kab. Gresik,Souvenir & Perayaan,-,https://www.lazada.co.id/products/pdp-i8622562168-s16070434387.html,Lazada,2026-09-21 10:14
sunper mal,https://www.lazada.co.id/shop/sunper-mal/?itemId=8186370327&channelSource=pdp,-,"1 SET ISI (10 PCS) Hanger baju gantungan baju anti karat hanger pakaian dewasa
Rp24.800 -50%",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8186370327-s116260312866.html,Lazada,2026-09-21 10:14
Dettol,https://www.lazada.co.id/dettol/?type=brand,-,"(ISI5PCS) Sabun Dettol Batang Bar Soap 60gr Dettol Sabun Batang 60Gr isi 5x60 Gr isi 5 Batang
Rp18.600 -21%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7447610368-s14078750116.html,Lazada,2026-09-21 10:14
Wings Flagship Store,https://www.lazada.co.id/shop/wings-flagship-store/?itemId=8258406651&channelSource=pdp,-,"[Paket isi 6] Mama Lemon Jeruk Nipis 950ml
Rp61.700",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8258406651-s14668546187.html,Lazada,2026-09-21 10:14
Reaim,https://www.lazada.co.id/lazada6962002360_reaim-127207402/?type=brand,-,"Mesin Potong Kayu 58CC 20inch Chainsaw 2Tak Untuk Gergaji Mesin Alat Outdoor Mesin Gergaji Mesin Gergaji Kayu Gergaji Potong Pohon Kayu
Rp932.160 -22%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8655272133-s16085166520.html,Lazada,2026-09-21 10:14
Unilever Beauty Mall Retail,https://www.lazada.co.id/shop/unileverbeautymallretail/?itemId=8670076974&channelSource=pdp,-,"Pepsodent Pasta Gigi Pencegah Gigi Berlubang Valuepack 2x220gr - Anti-cavity Toothpaste dengan Double Kalsium
Rp22.900",-,4.9,24,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8670076974-s16107802079.html,Lazada,2026-09-21 10:14
Nilai Toko 98%,,-,"[Paket isi 2] NUVO FAMILY Sabun Mandi Cair Mild Protect Pouch 800ml
Rp46.900",-,5,17,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7954384840-s14367604780.html,Lazada,2026-09-21 10:14
Dancow,https://www.lazada.co.id/shop/dancow/?itemId=1129582535&channelSource=pdp,-,"Nestlé Dancow 3+ Rasa Madu 3-5 Tahun 1kg x4 (Monthly Pack)
Rp383.100",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i1129582535-s1781556571.html,Lazada,2026-09-21 10:14
VelocityStoreID,https://www.lazada.co.id/shop/axntdjt1/?itemId=8211496228&channelSource=pdp,-,"Paket Lampu Sen Sein Dajjal dan Flaser Relay Sein Sen Kedip 45 LED Super Terang Motor Universal Motor Mobil MAtic Bebek
Rp10.500",-,4.6,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8211496228-s14619288466.html,Lazada,2026-09-21 10:14
Watsons,https://www.lazada.co.id/shop/watsons/?itemId=8037960758&channelSource=pdp,-,"Systema Toothbrush Smart Clean Soft 3'S
Rp11.000",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8037960758-s14460252652.html,Lazada,2026-09-21 10:14
Peralatan Memancing,https://www.lazada.co.id/shop/peralatan-memancing/?itemId=8301270292&channelSource=pdp,-,"Jaring bubu ikan lipatTempat payung Penangkap ikan udang 4 6 8 10 12 16 Lubang Alat Jaring Pancing Jala Ikan Udang Kepiting Lele Lobster Sungai Laut Danau Fish Trap Net
Rp16.800 -42%",-,4.7,-,Kab. Gresik,Rumah Tangga,-,https://www.lazada.co.id/products/pdp-i8301270292-s14713802386.html,Lazada,2026-09-21 10:14
ADV One Otoparts,https://www.lazada.co.id/shop/adv-one-otoparts/?itemId=6756612073&channelSource=pdp,-,"Honda Paket Oli MPX2 800ml + Gardan 120ml Matic
Rp36.900 -21%",-,4.7,-,Kab. Gresik,Otomotif,-,https://www.lazada.co.id/products/pdp-i6756612073-s12828440107.html,Lazada,2026-09-21 10:14
Asfindo Trading,https://www.lazada.co.id/shop/asfindo-trading/?itemId=18863769239&channelSource=pdp,-,"SONIK SCENTS SKIN NICE Face Toner AHA Hydrating Exfoliating Brightening 200ml – Lactic Acid, Niacinamide & Hyaluronic Acid
Rp14.800 -63%",-,4.9,-,Kab. Gresik,Otomotif,-,https://www.lazada.co.id/products/pdp-i18863769239-s116276096156.html,Lazada,2026-09-21 10:14
GADGET ANDALAN,https://www.lazada.co.id/shop/gadget-andalan/?itemId=8368988014&channelSource=pdp,-,"Redmi Note 14 5G 12/512GB | 108MP AI OIS Camera | MediaTek 7025-Ultra | IP64
Rp3.519.000 -7%",-,4.6,8,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8368988014-s14797812528.html,Lazada,2026-09-21 10:14
Bromen Store,https://www.lazada.co.id/shop/bromen-store/?itemId=7994556170&channelSource=pdp,-,"BROMEN Brightening Facial Wash 100ml
Rp39.900",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7994556170-s16114980022.html,Lazada,2026-09-21 10:14
Koepoe Koepoe,https://www.lazada.co.id/shop/koepoe-koepoe/?itemId=5941378970&channelSource=pdp,-,"PEWARNA MERAH CABE (30ml)
Rp4.410",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5941378970-s11416348917.html,Lazada,2026-09-21 10:14
Nilai Toko 98%,,-,"Rose Brand Gula Pasir 1kg - TEBU
Rp18.900",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i6991552330-s13230082874.html,Lazada,2026-09-21 10:14
Algumer sport,https://www.lazada.co.id/shop/algumer-sport/?itemId=8726162834&channelSource=pdp,-,"Gumers WFA,Sneakers Pria dan Wanita army,sepatu sport running jogging,sekolah,kerja santai,senam,gym
Rp109.045 -56%",-,4.5,8,Kab. Gresik,Sepatu & Sandal,-,https://www.lazada.co.id/products/pdp-i8726162834-s16164216502.html,Lazada,2026-09-21 10:14
Metal Fortis,https://www.lazada.co.id/shop/metal-fortis/?itemId=6449220209&channelSource=pdp,-,"METAL FORTIS Shampo Metal 200 / 100 / 60 ML Hair Nourishing Long Life Shampoo Pembersih Dan Penumbuh Rambut MET Orange
Rp20.000",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i6449220209-s12245584706.html,Lazada,2026-09-21 10:14
Vilorastore,https://www.lazada.co.id/shop/vilorastore/?itemId=7539174181&channelSource=pdp,-,"Vilora Go To School Serut Instan Kerudung Sekolah
Rp34.900",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7539174181-s13952468130.html,Lazada,2026-09-21 10:14
Polytron,https://www.lazada.co.id/polytron/?type=brand,-,"Polytron 32"" TV Digital PLD 32TV1755 Tower
Rp2.024.000",-,4.9,0,Kab. Gresik,Elektronik,-,https://www.lazada.co.id/products/pdp-i5230978789-s16054384281.html,Lazada,2026-09-21 10:14
ADH.PART,https://www.lazada.co.id/shop/adh-part/?itemId=7100168979&channelSource=pdp,-,"Bendik stater Karisma Switch stater Beat Vario Supra x 125
Rp19.700",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7100168979-s13397698556.html,Lazada,2026-09-21 10:14
Mandom,https://www.lazada.co.id/shop/mandom/?itemId=8014104897&channelSource=pdp,-,"GATSBY Deodorant Nature Perfume Body Spray Calm Wood
Rp19.530",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8014104897-s14437322191.html,Lazada,2026-09-21 10:14
Ando,https://www.lazada.co.id/ando/?type=brand,-,FIURI - ANDO - NITTA PINO 33-43 FULL HITAM - SNEAKERS SPORT KANVAS SOL KARET WANITA PRIA - SEPATU KETS TRENDY ANAK PEREMPUAN LAKI-LAKI - SEPATU OLAHRAGA LARI FITNES SENAM KERJA KULIAH SEKOLAH SD SMP S,-,-,-,Kab. Gresik,Sepatu & Sandal,-,https://www.lazada.co.id/products/pdp-i5848648627-s14735890203.html,Lazada,2026-09-21 10:14
JH Glow,https://www.lazada.co.id/shop/jh-glow/?itemId=6451554705&channelSource=pdp,-,"(Gratis Bonus) Paket 3 Pot Eliza Beauty Cream bpom Harga Lebih Hemat eliza beauty cream
Rp105.000 -30%",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i6451554705-s116279582686.html,Lazada,2026-09-21 10:14
Pyary Store,https://www.lazada.co.id/shop/pyary-indonesia/?itemId=5717228589&channelSource=pdp,-,"[OFFICIAL STORE] Nalpamara Soap BPOM Original 100% Sabun Arab Pyary
Rp37.400",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5717228589-s11168534386.html,Lazada,2026-09-21 10:14
Exsport,https://www.lazada.co.id/exsport/?type=brand,-,"Exsport Classic RR01 1979 Backpack, Black, L
Rp454.410",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5335312814-s10462500820.html,Lazada,2026-09-21 10:14
Makarizo,https://www.lazada.co.id/lazada8834025360_makarizo-127992466/?type=brand,-,"Makarizo Asters Scalp Therapy Massager
Rp31.000",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8668150592-s16104794407.html,Lazada,2026-09-21 10:14
MamyPoko,https://www.lazada.co.id/shop/mamypoko1629966944/?itemId=5744906633&channelSource=pdp,-,"MamyPoko Pants Royal Soft Organic Cotton Girls ukuran XL46 x2 (12-17kg) isi 92pcs [Karton]
Rp242.100",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5744906633-s11198236024.html,Lazada,2026-09-21 10:14
Grosir Spareparts Motor,https://www.lazada.co.id/shop/grosir-spareparts-motor/?itemId=7955482334&channelSource=pdp,-,"OLI YAMALUBE SUPER MATIC 1 LITER SAE 10W-40 AT HARGA PERBOTOL 1 BOTOL
Rp60.000",-,4.8,-,Kab. Gresik,Otomotif,-,https://www.lazada.co.id/products/pdp-i7955482334-s14368504183.html,Lazada,2026-09-21 10:14
TC,https://www.lazada.co.id/tc/?type=brand,-,"( SEPAKET ) LEM LCD TOUCHSCREEN T7000 15 ML PLUS JEPITAN PENJEPIT LCD TOUCHSCREEN TC HP 2 PCS
Rp13.000",-,-,-,Kab. Gresik,Handphone & Aksesoris,-,https://www.lazada.co.id/products/pdp-i6816092094-s14512672130.html,Lazada,2026-09-21 10:14
TIGER Workshop,https://www.lazada.co.id/shop/tiger-workshop/?itemId=8343768654&channelSource=pdp,-,"Lampu stop LED 32 SMD model cone lampu rem belakang dajjal running flash kedip 12volt dc motor mobil
Rp6.990 -30%",-,4.6,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8343768654-s14763528191.html,Lazada,2026-09-21 10:14
Top Oil,https://www.lazada.co.id/shop/top-oil/?itemId=5028986253&channelSource=pdp,-,"MPX1 1 Liter AHM Oil MPX 1 1L
Rp60.000",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5028986253-s9326048996.html,Lazada,2026-09-21 10:14
-,-,-,"BRAVEN ROLL ON FRESH 50ML
Rp15.984",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i6809824452-s12912652084.html,Lazada,2026-09-21 10:14
-,-,-,"Setelan Anak Crop Top Serut Samping 2 Tali Tangan Panjang & Celana Jeans Kulot Skena Baju Anak Perempuan Kekinian 1-12 Tahun
Rp86.000 -59%",-,-,-,Kab. Gresik,Fashion Anak,-,https://www.lazada.co.id/products/pdp-i18844383866-s116264676456.html,Lazada,2026-09-21 10:14
LS SKINCARE OFFCL REBORN,https://www.lazada.co.id/shop/ls-skincare-offcl-reborn/?itemId=8108506335&channelSource=pdp,-,"LS SKINCARE NIGHT CREAM BOOSTER BRIGHTENING CREAM MALAM SUSAH PUTIH (ELSTM)
Rp50.000 -29%",-,4.7,-,Kab. Gresik,Kecantikan,-,https://www.lazada.co.id/products/pdp-i8108506335-s14499172858.html,Lazada,2026-09-21 10:14
Somura Mart,https://www.lazada.co.id/shop/somura-mart/?itemId=7524708766&channelSource=pdp,-,"HERCULES Baking Powder Double Acting 110 gr
Rp14.999 -25%",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7524708766-s13939120277.html,Lazada,2026-09-21 10:14
HARUM LIQUID,https://www.lazada.co.id/shop/harum-liquid/?itemId=7110532727&channelSource=pdp,-,"[COD] SHAMPO MOBIL 5 LITER/SHAMPO MOTOR/ SHAMPO BUSA MELIMPAH/ SHAMPO MOBIL DAN MOTOR/SHAMPO CUCI MOBIL
Rp15.582 -22%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7110532727-s13411564891.html,Lazada,2026-09-21 10:14
Mandom,https://www.lazada.co.id/shop/mandom/?itemId=8010420138&channelSource=pdp,-,"PUCELLE Eau De Luxe Body Spray Lucent 150ml
Rp26.133",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8010420138-s14433012522.html,Lazada,2026-09-21 10:14
HARUM LIQUID,https://www.lazada.co.id/shop/harum-liquid/?itemId=5589696093&channelSource=pdp,-,"Detergen cair laundry varian pink 5 liter
Rp18.900 -10%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5589696093-s12008740226.html,Lazada,2026-09-21 10:14
Olshop Mitra Agung,https://www.lazada.co.id/shop/olshop-mitra-agung/?itemId=7646690461&channelSource=pdp,-,"OLS Sekrup Baja 50pcs 2cm-7cm Gypsum Kayu
Rp5.150 -10%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7646690461-s14055258364.html,Lazada,2026-09-21 10:14
becoming Indonesia,https://www.lazada.co.id/shop/becoming-indonesia/?itemId=8601338180&channelSource=pdp,-,"becoming B5 Sheet Mask Mencerahkan 25ml Bundle 3 Box
Rp108.675",-,5,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8601338180-s16058420577.html,Lazada,2026-09-21 10:14
