nama_toko,url_toko,rating_toko,nama_produk,harga,rating_produk,terjual,lokasi_seller,kategori,sub_kategori,badge,url_produk,platform,waktu_scrape
-,-,-,Rp 9.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/cekelin-snack-gresik/basreng-baper-cekelin-snack-1732044090641450062,Tokopedia,2026-09-25 09:50
-,-,-,"kaysha Gresik_NEW
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/kaysha-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 19.600,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/kaysha-gresik/oleh-oleh-khas-hajj-dan-umroh-1729659934652270175,Tokopedia,2026-09-25 09:50
-,-,-,Rp 19.600,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/kaysha-gresik/oleh-oleh-haji-umroh-produk-king-salman-yangberisi-macam2-oleh2-khas-haji-dan-umroh-yaitu-kurma-zamzam-coklat-kismis-kcang-arab-dll-1729659842653947487,Tokopedia,2026-09-25 09:50
-,-,-,"manygift gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/manygift-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 100.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/manygift-gresik/round-bouqet-coklat-silverqueen-murah-1730848127606294036,Tokopedia,2026-09-25 09:50
-,-,-,Rp 29.900,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/manygift-gresik/single-rose-bunga-mawar-cokelat-tangkai-valentine-1732508976312649236,Tokopedia,2026-09-25 09:50
-,-,-,Rp 50.600,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/manygift-gresik/cardboard-love-papan-kertas-love-estetik-wisuda-ultah-bunga-kado-1732513479151224340,Tokopedia,2026-09-25 09:50
-,-,-,"Bakso Aci Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bakso-aci-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 4.999,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bakso-aci-gresik/bakso-aci-chili-oil-pedas-komplit-murah-1732632490418341472,Tokopedia,2026-09-25 09:50
-,-,-,Rp 4.999,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bakso-aci-gresik/cuanki-chili-oil-komplit-murah-pedas-nya-nampol-abis-1732605516865898080,Tokopedia,2026-09-25 09:50
-,-,-,"Undangan Murah Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/undangan-murah-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 1.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/undangan-murah-gresik/undangan-pernikahan-murah-achc-188-undangan-nikah-1000-an-undangan-murah-free-plastik-wedding-card-1730006186710305207,Tokopedia,2026-09-25 09:50
-,-,-,Rp 1.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/undangan-murah-gresik/undangan-pernikahan-murah-achc-187-undangan-nikah-1000-an-undangan-murah-free-plastik-wedding-card-1730006128477637047,Tokopedia,2026-09-25 09:50
-,-,-,Rp 2.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/undangan-murah-gresik/undangan-pernikahan-gulung-best-seller-undangan-pernikahan-murah-ac-90-1729385695097947575,Tokopedia,2026-09-25 09:50
-,-,-,"mkskin seller gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/mkskin-seller-gresik,Tokopedia,2026-09-25 09:50
-,-,-,"Gamis Remaja Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Fashion Wanita,,-,https://www.tokopedia.com/gamis-remaja-gresik,Tokopedia,2026-09-25 09:50
-,-,-,"BAKUL PEYEK GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bakul-peyek-gresik,Tokopedia,2026-09-25 09:50
-,-,-,"Bonsai murah gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bonsai-murah-gresik,Tokopedia,2026-09-25 09:50
-,-,-,"TOKO BIRU GRESIK_NEW
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/toko-biru-gresik-451,Tokopedia,2026-09-25 09:50
-,-,-,Rp 211.500,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/toko-biru-gresik-451/1-set-perlengkapan-resin-joss-resin-nya-1kg-resin-polyester-joss-untuk-membuat-carbon-kevlar-carbon-forget-dari-lem-gelcoat-hingga-cor-resin-1729572294974604548,Tokopedia,2026-09-25 09:50
-,-,-,"Toyota Gresik id
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/toyotagresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 5.000.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/toyotagresik/toyota-agya-1-2-g-cvt-stylix-tanda-jadi-car-1731366034762400993,Tokopedia,2026-09-25 09:50
-,-,-,Rp 4.600.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/toyotagresik/toyota-hilux-rangga-2-4-pick-up-diesel-tanda-jadi-car-1731367416341103841,Tokopedia,2026-09-25 09:50
-,-,-,Rp 5.000.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/toyotagresik/toyota-avanza-1-5-g-mt-tanda-jadi-car-1731364327980827873,Tokopedia,2026-09-25 09:50
-,-,-,"SMK MUHAMMADIYAH 2 GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/smk-muhammadiyah-2-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 5.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/smk-muhammadiyah-2-gresik/gantungan-kunci-daur-ulang-unik-ramah-lingkungan-bermakna-1735229429283390492,Tokopedia,2026-09-25 09:50
-,-,-,Rp 45.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/smk-muhammadiyah-2-gresik/rak-gantungan-helm-4-susun-minimalis-1735226508144772124,Tokopedia,2026-09-25 09:50
-,-,-,Rp 55.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/smk-muhammadiyah-2-gresik/sablon-kaos-dtf-bisa-custom-1735278947056780316,Tokopedia,2026-09-25 09:50
-,-,-,"Bomboe Dapoer Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bomboe-dapoer-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 14.900,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bomboe-dapoer-gresik/petis-udang-gresut-saus-khas-indonesia-untuk-makanan-lezat-dan-nikmat-1735968710453790476-1735968811941660428,Tokopedia,2026-09-25 09:50
-,-,-,"Yati Honda Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/yati-honda-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 360.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/yati-honda-gresik/jaket-original-honda-dijamin-ori-1730869210982746003,Tokopedia,2026-09-25 09:50
-,-,-,"Keset Perca Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/kesetpercagresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 9.500,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/kesetpercagresik/keset-kain-perca-murah-oval-ukuran-50x33cm-warna-menarik-1732209116308014606,Tokopedia,2026-09-25 09:50
-,-,-,Rp 9.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/kesetpercagresik/keset-kaki-kain-perca-bentuk-oval-pincuk-50x30cm-1731478626183513614,Tokopedia,2026-09-25 09:50
-,-,-,Rp 10.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/kesetpercagresik/keset-kain-perca-pincuk-persegi-50x35cm-1731478548941997582,Tokopedia,2026-09-25 09:50
-,-,-,"Grosir kaos gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/grosir-kaos-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 40.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/grosir-kaos-gresik/kaos-distro-santri-hijrah-katun-combed-1730010853978638276-1734681115006306244,Tokopedia,2026-09-25 09:50
-,-,-,Rp 40.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/grosir-kaos-gresik/kaos-polos-murah-navy-bahan-semi-katun-pe-1729807824399730628-1734680543328700356,Tokopedia,2026-09-25 09:50
-,-,-,Rp 85.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/grosir-kaos-gresik/kaos-gresik-kaos-gresik-united-2005-1730350328261216196,Tokopedia,2026-09-25 09:50
-,-,-,"Level Up Aesthetic GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/level-up-aesthetic-gresik,Tokopedia,2026-09-25 09:50
-,-,-,"Bonggolan Sidayu Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bonggolan-sidayu-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 25.999,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bonggolan-sidayu-gresik/pudak-mini-khas-gresik-isi-10-pcs-pudak-mini-rasa-pandan-gula-aren-original-brownis-1734540652492588467,Tokopedia,2026-09-25 09:50
-,-,-,Rp 19.999,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bonggolan-sidayu-gresik/bonggolan-ikan-jumbo-rasa-original-dan-pedas-500-gram-khas-gresik-free-vakum-press-dan-packing-buble-wrap-1734540850414257587,Tokopedia,2026-09-25 09:50
-,-,-,Rp 30.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bonggolan-sidayu-gresik/kerupuk-ikan-laut-bentuk-kepang-khas-sidayu-gresik-500-gr-isi-25-pcs-free-packing-bubble-wrap-halal-1734541224869004723,Tokopedia,2026-09-25 09:50
-,-,-,"BSS CRACKERS GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bss-crackers-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 9.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bss-crackers-gresik/kriping-singkong-pedas-lebih-renyah-dan-gurih-1734202036388594950,Tokopedia,2026-09-25 09:50
-,-,-,Rp 17.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bss-crackers-gresik/kerupuk-mawar-rasa-ikan-kemasan-500-gram-1734160002183038214,Tokopedia,2026-09-25 09:50
-,-,-,Rp 35.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bss-crackers-gresik/kerupuk-udang-bss-crackers-1734153162443687174,Tokopedia,2026-09-25 09:50
-,-,-,"IKAN ASIN GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/ikan-asin-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 18.599,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/ikan-asin-gresik/peda-merah-ikan-asin-gresik-peda-merah-jumbo-gurih-asin-kemasan-500gram-produksi-sejak-1988-1732608515664086757,Tokopedia,2026-09-25 09:50
-,-,-,Rp 10.880,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/ikan-asin-gresik/ikan-asin-gresik-ikan-buntal-laut-belah-asin-gurih-aman-dikonsumsi-berat-500-gram-1732608034089699045,Tokopedia,2026-09-25 09:50
-,-,-,Rp 26.114,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/ikan-asin-gresik/ikan-asin-gresik-cumi-asin-jumbo-mix-bertelur-cumi-besar-asin-mix-cumi-bertelur-berat-500gram-1732608748966217445,Tokopedia,2026-09-25 09:50
-,-,-,"BAHAGIA PIGURA GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bahagia-pigura-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 18.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bahagia-pigura-gresik/pigora-ukuran-10-r-untuk-foto-dan-lukisan-1729775302251021891,Tokopedia,2026-09-25 09:50
-,-,-,"MKSKIN GRESIK8
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/mkskin-gresik8,Tokopedia,2026-09-25 09:50
-,-,-,Rp 5.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/mkskin-gresik8/ready-ecer-mk-skin-facial-wash-1731302695016039784,Tokopedia,2026-09-25 09:50
-,-,-,Rp 21.500,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/mkskin-gresik8/mk-skin-ecer-essence-toner-all-varian-1731717465886524776,Tokopedia,2026-09-25 09:50
-,-,-,Rp 104.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/mkskin-gresik8/mk-skin-paket-bundling-essence-toner-whitening-night-cream-1731836144295249256,Tokopedia,2026-09-25 09:50
-,-,-,"Aulia Fashion dan JH Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/aulia-fashion-dan-jh-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 539.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/aulia-fashion-dan-jh-gresik/set-gamis-ivana-lavender-lime-1729713312101337646,Tokopedia,2026-09-25 09:50
-,-,-,Rp 229.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/aulia-fashion-dan-jh-gresik/sarimbit-kalingga-by-zameera-1735810314424911406-1735811792998532654,Tokopedia,2026-09-25 09:50
-,-,-,Rp 349.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/aulia-fashion-dan-jh-gresik/set-gamis-arisha-turkish-by-aulia-fashion-1729575909063363118,Tokopedia,2026-09-25 09:50
-,-,-,"Journey Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/journey-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 150.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/journey-gresik/mella-dress-gamis-terbaru-model-simple-dengan-aksen-belt-bahan-nyaman-dan-adem-cocok-untuk-aktivitas-sehari-hari-1733251146151265368,Tokopedia,2026-09-25 09:50
-,-,-,Rp 100.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/journey-gresik/jilbab-journey-series-lawasan-1729669355470162008,Tokopedia,2026-09-25 09:50
-,-,-,Rp 89.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/journey-gresik/jilbab-journey-aluna-series-1729612077761988696,Tokopedia,2026-09-25 09:50
-,-,-,"TOWING GRESIK SURABAYA
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/towing-gresik-surabaya,Tokopedia,2026-09-25 09:50
-,-,-,"Klinik Semen Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/klinik-semen-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 31.610,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/klinik-semen-gresik/neurosanbe-plus-tab-kapsul-film-coated-dengan-vitamin-b1-b6-b12-methampyron-50mg-100mg-500mg-1735336458200843659,Tokopedia,2026-09-25 09:50
-,-,-,Rp 23.370,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/klinik-semen-gresik/caviplex-produk-kesehatan-berkualitas-tinggi-untuk-kesehatan-anda-1735260245865891211,Tokopedia,2026-09-25 09:50
-,-,-,Rp 31.480,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/klinik-semen-gresik/neurosanbe-vitamin-nerotropik-1735336458718643595,Tokopedia,2026-09-25 09:50
-,-,-,"Skincare BPOM Menganti Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Kecantikan,,-,https://www.tokopedia.com/skincare-bpom-menganti-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 26.999,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/skincare-bpom-menganti-gresik/kemasan-baru-can-be-handsome-sabun-cowok-pria-laki-laki-gentle-foam-menyou-face-wash-berminyak-1729666054898288306,Tokopedia,2026-09-25 09:50
-,-,-,Rp 44.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/skincare-bpom-menganti-gresik/can-beauty-lipcream-bpom-anti-crack-anti-luntur-lipstick-1729607062628698802,Tokopedia,2026-09-25 09:50
-,-,-,Rp 60.500,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/skincare-bpom-menganti-gresik/can-beauty-acne-spot-lotion-1729607057307699890,Tokopedia,2026-09-25 09:50
-,-,-,"Bilqis Cctv Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Elektronik,,-,https://www.tokopedia.com/bilqiscctv,Tokopedia,2026-09-25 09:50
-,-,-,Rp 35.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bilqiscctv/sari-rempah-oil,Tokopedia,2026-09-25 09:50
-,-,-,Rp 13.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/bilqiscctv/freshcare-10-citrus-f3023,Tokopedia,2026-09-25 09:50
-,-,-,"Ralz Warehouse Gresik
Surabaya
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/ralz-warehouse-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 17.600.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/ralz-warehouse-gresik/iphone-17-256gb-512gb-bnib-resmi-indonesia-1734460085985576328,Tokopedia,2026-09-25 09:50
-,-,-,"Toko Bumbu Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Makanan & Minuman,,-,https://www.tokopedia.com/toko-bumbu-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 13.300,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/toko-bumbu-gresik/desaku-ketumbar-bubuk-murni-renceng-12-pcs-1732068110458914005,Tokopedia,2026-09-25 09:50
-,-,-,Rp 13.200,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/toko-bumbu-gresik/desaku-bumbu-marinasi-tempe-ikan-ayam-renceng-12-pcs-1732068188400551125,Tokopedia,2026-09-25 09:50
-,-,-,Rp 12.850,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/toko-bumbu-gresik/ladaku-merica-bubuk-renceng-12-pcs-x-2-5-gram-1732067946437379285,Tokopedia,2026-09-25 09:50
-,-,-,"Moezza Shop Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/moezza-shop-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 150.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/moezza-shop-gresik/gamis-casual-kaos-adem-lengan-panjang-polos-muslim-wanita-1730003329850968710,Tokopedia,2026-09-25 09:50
-,-,-,Rp 39.999,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/moezza-shop-gresik/daster-serba-30-000an-motif-pita-cantik-bahan-nyaman-untuk-santai-dan-tidur-1733324576307447430,Tokopedia,2026-09-25 09:50
-,-,-,Rp 330.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/moezza-shop-gresik/gamis-satu-set-hijab-terbaru-1730000142622493318,Tokopedia,2026-09-25 09:50
-,-,-,"Sembako Gresik Jatim Murah
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/sembako-gresik-jatim-murah,Tokopedia,2026-09-25 09:50
-,-,-,Rp 15.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/sembako-gresik-jatim-murah/sabun-sunlight-pencuci-piring-650ml-jatim-gresik-1729742944689227048,Tokopedia,2026-09-25 09:50
-,-,-,Rp 25.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/sembako-gresik-jatim-murah/gula-kristal-putih-rose-brand-kuning-1-kg-dari-tebu-berkualitas-1729736869710431528,Tokopedia,2026-09-25 09:50
-,-,-,Rp 15.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/sembako-gresik-jatim-murah/soklin-pewangi-berat-800ml-1729995957365081384,Tokopedia,2026-09-25 09:50
-,-,-,"SARI ROTI GRESIK JATIM
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/sari-roti-gresik-jatim,Tokopedia,2026-09-25 09:50
-,-,-,Rp 25.500,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/masht-al/roti-tawar-jumbo-sari-roti-spesial-15-lembar-lembut-dan-bernutrisi-cocok-untuk-dipanggang-atau-dikreasikan-snacks-cookies-food-1731149886586913874,Tokopedia,2026-09-25 09:50
-,-,-,Rp 20.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/masht-al/roti-tawar-spesial-sari-isi-10slice-dengan-nutrisi-baik-untuk-keluarga-food-snacks-makanan-cookies-1731149831182320722,Tokopedia,2026-09-25 09:50
-,-,-,Rp 23.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/masht-al/roti-sobek-cokelat-roti-sobek-lembut-dengan-isi-cokelat-blast-dari-sari-roti-1731209207063479378,Tokopedia,2026-09-25 09:50
-,-,-,"Risol gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/risol-gresik,Tokopedia,2026-09-25 09:50
-,-,-,"May Hijab Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Fashion Muslim,,-,https://www.tokopedia.com/may-hijab-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 29.500,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/may-hijab-gresik/hijab-voal-mumer-dusty-pink-1729985412617505768,Tokopedia,2026-09-25 09:50
-,-,-,Rp 30.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/may-hijab-gresik/hijab-voal-coksu-santai-bisnis-sore-hari-1729981545043364840,Tokopedia,2026-09-25 09:50
-,-,-,"grosir susu gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/grosirherbalgresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 80.990,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/grosirherbalgresik/paket-hemat-milkcow-isi-2-susu-sapi-penggemuk-badan-1kg-vanilla-2-07ec5,Tokopedia,2026-09-25 09:50
-,-,-,Rp 45.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/grosirherbalgresik/promo-the-best-milkcow-susu-gemuk-sehat-ampuh-100-susu-sapi-asli-vanila,Tokopedia,2026-09-25 09:50
-,-,-,Rp 113.990,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/grosirherbalgresik/milhcow-susu-gemuk-milkcow-paket-isi-3-box-membantu-pertumbuhan-anak-hemat-praktis-bubuk-dairy-1735637541029447057-1735637661142517137,Tokopedia,2026-09-25 09:50
-,-,-,"KEDAI APP GRESIK
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/kedai-app-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 25.300,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/kedai-app-gresik/dimsum-keju-crot-frozen-isi-4-free-sauce-bangkok-1733550374763660845,Tokopedia,2026-09-25 09:50
-,-,-,Rp 1.090.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/kedai-app-gresik/dress-kondangan-halus-bahan-tipis-dingin-1732665230969046573,Tokopedia,2026-09-25 09:50
-,-,-,Rp 20.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/kedai-app-gresik/cireng-isi-ayam-usus-keju-dan-bakso-1733401865028077101,Tokopedia,2026-09-25 09:50
-,-,-,"Gresiklur
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/gresiklur,Tokopedia,2026-09-25 09:50
-,-,-,"At phone Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/at-phone-gresik,Tokopedia,2026-09-25 09:50
-,-,-,Rp 2.149.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/at-phone-gresik/redmi-15c-ram-6-128gb-8-256gb-ponsel-canggih-dengan-kapasitas-memori-besar-untuk-penggunaan-harian-1735292880571958609,Tokopedia,2026-09-25 09:50
-,-,-,Rp 1.650.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/at-phone-gresik/samsung-galaxy-a07-bergaransi-resmi-ponsel-dengan-kamera-belakang-ganda-dan-desain-elegan-1735293298420909393,Tokopedia,2026-09-25 09:50
-,-,-,Rp 2.350.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/at-phone-gresik/xiaomi-redmi-15c-baru-ram-12gb-rom-128gb-baterai-6000mah-nfc-5g-33w-pengisian-cepat-6-9-120hz-refresh-rate-1735293203925140817,Tokopedia,2026-09-25 09:50
-,-,-,"Spesialis Mesin Gresik Shop
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/spesialis-mesin-gresik-shop,Tokopedia,2026-09-25 09:50
-,-,-,Rp 15.500.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/spesialis-mesin-gresik-shop/spesialis-mesin-gresik-mesin-roasting-kopi-lengkap-pendingin-kapasitas-1kg-50kg-untuk-roasting-kopi-profesional-dengan-fitur-pendingin-1733925540457973633,Tokopedia,2026-09-25 09:50
-,-,-,Rp 14.500.000,-,-,-,Kab. Gresik,Lainnya,,-,https://www.tokopedia.com/spesialis-mesin-gresik-shop/mesin-roasting-kopi-kapasitas-3kg-dengan-desain-modern-dan-kontrol-mudah-untuk-penggunaan-harian-1733925591907665793,Tokopedia,2026-09-25 09:50
-,-,-,"Raya Kosmetik Gresik
Kab. Gresik
Lihat Toko",-,-,-,Kab. Gresik,Kecantikan,,-,https://www.tokopedia.com/raya-kosmetik-gresik,Tokopedia,2026-09-25 09:50
