judul,tanggal,topik,sumber,tipe,ringkasan,url,waktu_scrape
"Wanita Driver Ojol Ditemukan Tewas Terbungkus Kardus di Gresik, Korban Pemerkosaan?",28 Jul 2025,Umum,Liputan6 - Gresik,nasional,Pada alat kelamin korban terdapat luka sobek lama pada selaput darah namun tidak ditemukan tanda luka baru.,https://www.liputan6.com/regional/read/6117271/wanita-driver-ojol-ditemukan-tewas-terbungkus-kardus-di-gresik-korban-pemerkosaan,2026-08-26 19:28
Uang/ekonomi,18 Februari 2026,Ekonomi & UMKM,Merdeka - Gresik,lokal,"Kementerian Kelautan dan Perikanan (KKP) menghentikan sementara pemanfaatan ruang laut di Gresik oleh PT SSM yang diduga tanpa izin, menegaskan komitmen KKP Hentikan Pemanfaatan Ruang Laut Gresik demi menjaga keberlanjutan ekosistem.",https://www.merdeka.com/uangekonomi,2026-08-26 19:28
"Rugikan Korban Rp1,5 Miliar, Dalang SK ASN Palsu Dituntut 3,5 Tahun Penjara di PN Gresik - memorandum.disway.id - Memorandum.co.id",26 Aug 2026,Lingkungan,Google News (Memorandum.co.id),google_news,"Rugikan Korban Rp1,5 Miliar, Dalang SK ASN Palsu Dituntut 3,5 Tahun Penjara di PN Gresik - memorandum.disway.id Memorandum.co.id",https://news.google.com/rss/articles/CBMizgFBVV95cUxPNy14QXJpMHRhZE9sTW1OejdxeXNrT0puanhVVkFiemloQVI1QXp5MVBKQ1JwRkRTWXpUVmNlTFlLc3lfZGt6cVF2T1hfc0tlVHg4RmtLdTl1enF6TzY2MFVWQnlxZDRNenNMMmk5ZUpQeEZZWDdZdDZ6bHp1WWU2V285QmZXZlRvdVczQmlkNXdIMWpOSkNhb1MwaEhOWlZmV0UydVZvemQ3UTNfekxRSEtXaWdHc0ZvdUVEMlFONHc4RUdZdzU5NF9kamQ5UdIBwwFBVV95cUxQcVd0WUxxQmNtYi1HbEFDQnlWVGxtRTM3OURXRXZBbTBIZDFBcDRqR2lKN1hNMW5KMmQtLUJmNmRUVXlQVWxvbTg0aDFqeTAyeXdObVZuRHd0WkQ1SEdKUF9CREJybmdiWXJBLVBkS1A2MENENkhSNkg2LWs2SG41ZENWUm5nLU5IVlAyamIyNlRLVGd3cVB0RTd4QkIwNTVvQkdKTVluVHJ1YkVCQ0dQaU54cEphak5HVV9wNTg4Y3Zuck0?oc=5,2026-08-26 19:28
Mahasiswa Ekonomi Syariah UIZ Gresik Ikuti IAINU International Conference - Kompasiana.com,26 Aug 2026,Ekonomi & UMKM,Google News (Kompasiana.com),google_news,Mahasiswa Ekonomi Syariah UIZ Gresik Ikuti IAINU International Conference Kompasiana.com,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPMzFVTHQ4N0NzMU96MWQ2cFRyWWo1XzRQcHJ3cTNxQzR0dnU0NWF5V1g5bXV0SU94OEZOaVR1Y1lkcENfaDhDamp2aEJkMHJ5ZkUtUHk1TGNkUXFzRjdpQnZaRXR4SWVzcDctdWRlM2x2Q2RXNURtV0piSHE1ZWw5RUJlOGdLZ3o3Wk5JUm5fNXNzTmtMMEZSTUFyQ3NkWEdjY3prMG11bjA3dERPMlZKam52Xy1fR293NDRqTjJEaXhzNDlxeTFoNjF1SXdKOUFvbzFON0wycTRXYlNhd3Jv?oc=5,2026-08-26 19:28
Kapolres Gresik Bersama Sipropam Mitigasi Pelayanan Publik 3 Polsek - jatimnow.com,25 Aug 2026,Umum,Google News (jatimnow.com),google_news,Kapolres Gresik Bersama Sipropam Mitigasi Pelayanan Publik 3 Polsek jatimnow.com,https://news.google.com/rss/articles/CBMioAFBVV95cUxQekFIRV9DRzNVZ0JPT0cyUmJ4VF9ZQU5uNm9zTE9uRjBtVVRMTlNuN2tzQkNwb3I1MWJwRkE5enJJSGRiU01DMEJtRS1CdHU2em9iYVo1ZUsyRWNZam9nZ1BxRWdwb1ljUW44dTBtSDNsODVHSkhkMkFvSkMwblJNN2tDb1p6OUw2WTMyODhjNFBHT0JndlQ1cTE5V1BRcnlR0gGmAUFVX3lxTFBHY3pEZDVqWGoydjQ3Rk1MSnlyNi1DOGRYYkw2NUlYVEliYWctZk1FdnJmUEFjLXV1VXVvbEh0elhOdVBBWENkX24wZzFSLTJIb20ya2w0UlZSRUdBd3BWSUVrejl6LVJKczVlTVQ3amRFUFJ2U28wWVNWclFTUUMtNVdYQ1hwYTRGZ3EzdExIaXZkZ1p5Sm4wT1hJekQyQk55aVBOblE?oc=5,2026-08-26 19:28
"Gresik Kirim Delegasi Jamnas ke Jakarta, UPT SMPN 28 Dominasi Pasukan Terbanyak - Radar Gresik",25 Aug 2026,Pendidikan,Google News (Radar Gresik),google_news,"Gresik Kirim Delegasi Jamnas ke Jakarta, UPT SMPN 28 Dominasi Pasukan Terbanyak Radar Gresik",https://news.google.com/rss/articles/CBMizAFBVV95cUxPYjdqdVpQdFBkQlhEb0I2eFZxYkhYTV9UaGRjYkFWajY0X0M5b1VsNmMtUDlaZHZ5aHJIbWptTWY0dFY5T2VQQUEtYm9WRC0ydUpocTQ4d3piZnVzcWY5Mm5ua3pFVDhKQjUyY19KSElfNWxQMjQ4X1dqeHUxUElka3RhSWtUT2hGcndFQmNpQlZmWmtGTm85OTNyTVlMWlFraUJ0aVNnY2Nyay1LOGR2SE5VYXd2NHdQWG9jQzRhaVdjaUI2c1hHNi1TUmnSAdIBQVVfeXFMTmVwSVN6WmlKQzM2b1FBOWtTRkhwVURDaVdra0d6b1BGNWdSZm9YMUlGUmZMV3NNVm9QV25GV3p1cDRxcE5iMGF2Y1FpWU5JQlM2ODJFZXB3VU8tZlRubmFVSVVsdEhuX2NQU184bTBkXzJvMEtnWjl1TlhYODlmM2d1TWRseXB4Z2oxQmFORXdoX1pRUkVUNVNvVG54S0pPakt1VzRHRnVWMnJHZ3BnODNkRDJTeDQ4dzhiQ28wY0I4NTlUNWNmWHRncG5YOXA0dUJR?oc=5,2026-08-26 19:28
"Polisi Ungkap Penipuan Segitiga di Cerme Gresik, Kontraktor KDMP Rugi Rp12 Juta - memorandum.disway.id - Memorandum.co.id",25 Aug 2026,Keamanan & Hukum,Google News (Memorandum.co.id),google_news,"Polisi Ungkap Penipuan Segitiga di Cerme Gresik, Kontraktor KDMP Rugi Rp12 Juta - memorandum.disway.id Memorandum.co.id",https://news.google.com/rss/articles/CBMizgFBVV95cUxOdGxUNThtT21wbFNraXBWWU5MM3ZDT09HVDF5Sk5RMmQ5eXNQalF6UjZXMkJvSERnRFd0QVptLXY4Mlh6RmN1NDJwQnNsM3lDbjBVOEF6aWxqTmE5WWlCOW54R0lITXh4bnZDdWhBYzh5bDZIcktETDNwLTJDVEVKMUFLM1Y3SEtoTzJYZTZ2SzYwdmYxWU9PZDRfY0Z6a2doR2Jrb2F1d2JUZGM5dzg2V1AxSENhX0VoYmdaU2dqY0Rmc2ZHVnpLZUVueFNzUdIBugFBVV95cUxPem1XSkdiQWZnT2theWE2cHQxbVB5YU1Sb0FvTDQ2M1hVVVVLLUtsUVc0M3JGcmljaUhNb2JGMnRscWsyNHJVaFhUU21LYjVZZVRiTlliamdJNHl0RjBJSDE5elBLaWtoSEx1YjI1YlhEVkZFN1AwT1ROVjRWNXZwekkybjN5cnVvNG1CblBNN2thcFRFVmtINnh4amtJSlZvekhKLTQzUWpEQzUtUlNzcnctVW15ekVnblE?oc=5,2026-08-26 19:28
Maling Motor Dihajar Massa di Gresik Ternyata Sudah 5 Kali Beraksi - detikcom,25 Aug 2026,Umum,Google News (detikcom),google_news,Maling Motor Dihajar Massa di Gresik Ternyata Sudah 5 Kali Beraksi detikcom,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPTHYzSkQ5Ylhqc253QkFicnRCcG82NTNPSGQ4SE5sX21zUlBFNkZJUERfaTNvMm54WlNjaGNqVUVJdkNkV2xJd0xNYkZNNUdMaTJLZ2o5U0M2TS1NdFRIenJVMmd5d3NKV2g1N2xHY2JXX3JaLUhwZFZKUzhRa0Y5YXFEYzFGWjE3S0ExNFBNUlRLSjdJSkY3ejc4MmZka1F5VVg3ajhTcEVuLUY3RktZb3lNTEl5UWJxYThJdHZsZXTSAcYBQVVfeXFMT05aLVkzbmx2VHluM2xESkU5Z09ZekdCZWQwOXEtZ1JlTmozLVdGcmhJa0xiLTdZS3RaLUxRMHpmbTgyLW85YnlIRkwwWlpTRVRtc2FQbGF0V3pMNFd2ZUhYUFNXb3phRk1UejRQN0ZmZjJpQmVQNU1iZXNPMnk3NklPRHdLS2Rnak9CYlI1SnZRNlVPNy1DdUdNZnhhbnVsSVV4MVBSdE1CSEZQTE45OTlFU2xiemU3Yi11dXZfN19ydlYydi1B?oc=5,2026-08-26 19:28
"Dalang Penipuan SK ASN Palsu di Gresik Dituntut 3,5 Tahun Bui - detikcom",26 Aug 2026,Umum,Google News (detikcom),google_news,"Dalang Penipuan SK ASN Palsu di Gresik Dituntut 3,5 Tahun Bui detikcom",https://news.google.com/rss/articles/CBMiugFBVV95cUxNcHNhZHdzckFxQzFja2VsbmZWVjhTaHlhSXcxSmlLUUh3TVlwYTZrUWc2REcwTFllMTNjekxmTk5TX2RyWFFHMWZ0VWU2a2VXczdGYVVjd08xT1YyZUNYaE51bGJFU0JnZkhRZ2x1N29MV25hS3BVdE5RZlNoTkFpZGJVTW14MDk3c1F1SG1VRG5XSGNOX2oybXVxaElLcFM1cjdNV2pObzVBdFdDa2hEUGkzeWY4TXRlSWfSAb8BQVVfeXFMT3pnT2NKTjUzT2hUVVJoN29hRW1PXzF6NGdjVjJOUTl3SGFhcHdicHBMYWpXbUZZMXB5ajgyZVFCSEc4U1RWZFFXUzA4VHFQUElRQmthM1JaODlYUk9VMms0QTkwOExhaExqN0VILXRidHZhWW5TUW5DWHRmbWdKOGRNRHkwbjNOdGFEbVJLSDlvSl9fbXUtWC1oOFJwd2R3S2RVVkU1V0tfTTE5ZHZXbUtaVEc4UDUxbFQwbExiSWs?oc=5,2026-08-26 19:28
"DPRD Gresik Soroti Proyek Puskesmas Kepatihan, Besi Struktur Diminta Diperbaiki Sebelum Dicor - beritajatim.com",26 Aug 2026,Infrastruktur,Google News (beritajatim.com),google_news,"DPRD Gresik Soroti Proyek Puskesmas Kepatihan, Besi Struktur Diminta Diperbaiki Sebelum Dicor beritajatim.com",https://news.google.com/rss/articles/CBMitwFBVV95cUxNZ25BZlAwT2NOMkVLWGEwdktwQnQtR3ExRk5IM1ZsRXZMZmY0QzdXNG9SWG5qQklWdmZsR2V0LWNGRm0zT2xqX3k3NHFHdmJPMk5UZVpJWTBub1cydEpFVHhQSHdKalBpZVBheUpLVkI2MkJHaHlNTXpiaXRpbFRHQTRweDdFUmQ0eVB4SmpSZnRDa0JELWk5Q2J5OFY0NlNHTHRrSDBaN1BhS2c0Z3NrOUQ1UzlZNHc?oc=5,2026-08-26 19:28
"Wabup Gresik Salurkan Bantuan di Benjeng, 10.364 Warga Terima Beras dan Uang Tunai - memorandum.disway.id - Memorandum.co.id",25 Aug 2026,Umum,Google News (Memorandum.co.id),google_news,"Wabup Gresik Salurkan Bantuan di Benjeng, 10.364 Warga Terima Beras dan Uang Tunai - memorandum.disway.id Memorandum.co.id",https://news.google.com/rss/articles/CBMixwFBVV95cUxNdG1hWjVNV3VwUWZ4bG1YOE5Jdy1yU1dwU1lPbWRPVWVrNUUzT2JuZXdzT29pNDRrWmVwV2pJME9ZTjVyb1pybE5TVGJXcjUwajlvMUh3SjBpVmx3eThfaTF6Sm9RcXctcGVYbnd4X1hkcFlJMV9QbkVXSjZfdUtPeHg4N05xZEtON0VaUHBFUHRQUUJQU3VTdUVRdTI0NEk5NGlPQ1VMRlgzdmF5cHNuSFk2N3hPNXlWcjk3RV9Dd0hTcVVYZ1lr0gG8AUFVX3lxTE0yMVZyTy1xSWVIRkh2V3otTm8yd3J5YlEtUHVVY3B4MGY3Y2k3OU9aOTFHTUh6MzBieUlLR3RTYmVvaUtsWG51Nko0dElRRjA4Vi1Lay1LXzQ4UXVLNFZRMkVrakZ5MDJhZ3Q5dVdrOHFoQzBVdUpidVVteURfVEV2bWZBVVBVa3FQT0VaY0xzdXV2am1rZnhtNEZsOEkxa3p1MTVjOVowdHVvTlZpNGx4ZlRuT1JFbG5YZWFa?oc=5,2026-08-26 19:28
"DPC PPP Gresik Gelar Musancab Serentak, Bidik Target 5 Kursi DPRD - Radar Gresik",23 Aug 2026,Politik & Pemda,Google News (Radar Gresik),google_news,"DPC PPP Gresik Gelar Musancab Serentak, Bidik Target 5 Kursi DPRD Radar Gresik",https://news.google.com/rss/articles/CBMizAFBVV95cUxQUzRBZEg4ZVNsYmcxemliZnJKX2NFRnBBZExTRk9ZZDQ2MkNIV3VIeTYtcTVidjhQcm5KdGVvSlE0T1RDbXI2TnV0cUJIRTdtZWYzME5QamxDUjFKRUN1a3IteXRGb1pPQno3eFVxaklQbzBtWnJKb0Z3MExseWtaWVhGUkFZUkUzMHVqWDBGR3VvOEhQZkV4UjBaYWJnSVM1bjZLNDFZMl9BZUxwTzBoUEVVOWJWaEV0MjdCYTd6Umd4WFZmWUxyZXRwS2bSAdIBQVVfeXFMTlg3d3E1ZXNhVFJuVGUzSW9sVzdOZGNrUk1xY0c0Q3A5Yk9wbjA1V0N1di1aQ3lVNWhsT05UVklBRW4wWXI3R2hvMUxNVEFNQ1BYWWtjSHJCU2dFNm9wZlBNTUVKN01zeDZfVTUxemdyb2t3eWhYTzNFVWRJVmgtWkhZSFV0M2xjWmJ3eXN3Y29RLUVuNzlzTWx6Z083b3NnNnowTng1MVY0N2NNT2hMLWhRaDJZU0s2LW5nR1NsdFkxSXpXbGhzYmRVYjBIUDVuVjZn?oc=5,2026-08-26 19:28
"KLM UINSA Surabaya Rihlah Ilmiah di Gresik, Telusuri Khazanah Kitab Turats Sunan Giri - NUGres",23 Aug 2026,Umum,Google News (NUGres),google_news,"KLM UINSA Surabaya Rihlah Ilmiah di Gresik, Telusuri Khazanah Kitab Turats Sunan Giri NUGres",https://news.google.com/rss/articles/CBMisgFBVV95cUxPdDE4N2FJSU5lZ09QXzVOdFlsRkJvN1ZreFJBNG5CZFgzbFY0VnBCSnIxSjlSNlF2YkVmbjdPVTc3RjUxNk1NZDJqc2o5S2ZvZkdwWjFTalNqMG0zM1RZcUlrQzc4UnBRdFB3X2ZucERtejg5Z0VZY29HX0hXUWdjcVVxWF92d0NwVXRtelRIT2ZfUGVSV0ptSF9jWnFTbXQ4OVZaR3V5R3Exa3B5SFNhTldn?oc=5,2026-08-26 19:28
"Dyni Norvayanti : Anak Tidak Kekurangan Jawaban, Anak Kekurangan Kesempatan Berpikir - Radar Gresik",24 Aug 2026,Umum,Google News (Radar Gresik),google_news,"Dyni Norvayanti : Anak Tidak Kekurangan Jawaban, Anak Kekurangan Kesempatan Berpikir Radar Gresik",https://news.google.com/rss/articles/CBMi0AFBVV95cUxPa2pDNXBXUnhmbTdDZVNEVXdSVU9vV0JoOThXQVVmUFp6Y1k4YldOdXNEaTJmYkVJclNxMURKMHBXOTBFMVZENU9XdVlpZXhSZnhKRjZ5bFhsSDBxOHZlUVE1MU5nWGJ1UU1rTjlHNktOTnVuNHN3amR3V05jYmw2akhlbll2blJmaXlQSXVVcVlMWUtXT05GZTZDclk3ck1QOWFuQ2NvbHBXak5tT243NVBzeWdsOFFDVFB3d1lhT2pJdHhPUGtneDNsZXNHX3A20gHWAUFVX3lxTFBXeEIxOWxialJDdUxOMEgxLS1jQjFGaHpvdC1sdDdybENaWkpxMUZyYWhsOUcyeXU4NEtpRmVkd0pHb2tfLUJMUmUzUkE3ZW9Gb0pWaWxUYjFvSHlUX1hmT1pBWVMwcVozTFR4OHcyWWttbUk3V0llR21kaHpSamNNNGMxS0NXNklpN1VPMDhabEVmRFUwc1AzS3BNQWhjbVFxQlp1V0RZYnl5WkZjN29KMTBMQU9WWkMtYTZ3Ym1GVDIybVdqT2xjQ3FmN2FCNlZ6SHZmY1E?oc=5,2026-08-26 19:28
"Kolaborasi Internasional, SMA SIG Hadirkan Native Asal Jepang Melalui Program Nihongo Partner - Radar Gresik",24 Aug 2026,Pendidikan,Google News (Radar Gresik),google_news,"Kolaborasi Internasional, SMA SIG Hadirkan Native Asal Jepang Melalui Program Nihongo Partner Radar Gresik",https://news.google.com/rss/articles/CBMi3wFBVV95cUxQczc5OUlhbEgyRnBBOGdHa3BJTndUaV9JVkRkNjN0clhFRkl1cEQzRG9vQU50cnNNYVFqazNqNFpLWUR1bDdXcGNzY1M3aHNualJLSTVzcnd5RnhMNEZWQ2tIVzM4dFh0UTVHalA1N2s0S1BhZXJZS05Eck4wNmp3eWVNWUtZOGVZdXAxV1NjRlE4NDhyWWNjMER1WWRBQXVfMzJtbnpuWFB3QWRoaWFlYzE3UDEtWGsyajR5Tk52c2FPc3FkZGJxZ0M5YlJZTk5lWXlQLWxjdjM5NlJtdHZF0gHkAUFVX3lxTE9TcUkwdnhITWhZeDdJYndpVDZGVXhkY1RsSVNCMTJZQkV4ZWFpV1kxUTBHMVlGanNnWjE2bEFXdFp6TzZCTDNGd3ZBNmVCWktPY3pQYzVEanFyckpHeEM3U2lLaG5zSnNFcmlWYXp2VHdUSzhteXN5VUZqWGZlZ3U2LTlXcVJlTDRTYmU0QmZYOHJYZWdFY0JKSDF5MDlpb0RnUU0xWGFyZUpEQnA1TEtTR2ZNYWVZOGpRQ3lsMUctTGdnLUc3WUZwUEZ2V2ZUUGdmbjdLdWlsYS1HU0NMMVVaT09vYQ?oc=5,2026-08-26 19:28
"Ditahan Imbang Klub Liga 3 Nusantara Gresik United, Pelatih PSIS Widodo C Putro Puji Fisik Pemain - Tribunbanyumas.com",25 Aug 2026,Olahraga,Google News (Tribunbanyumas.com),google_news,"Ditahan Imbang Klub Liga 3 Nusantara Gresik United, Pelatih PSIS Widodo C Putro Puji Fisik Pemain Tribunbanyumas.com",https://news.google.com/rss/articles/CBMi3AFBVV95cUxPLVRIeHZXMkhpRUgtdW9zbC1ZeFlqMFl4U3Z4eTZhdE9QZlhKbk16R2oycmZqSE42UEJCV0ZpbElNTkdtSDhWMUE1TUtDcXhuRFhsclJBNDMyX3otYmxLTFAwNXAxU3NHLTl3Rlpkbnc0OHJlWVpKOFFrdFRVWXh4M2lWSHlBOGhhMzJmdEFoMVBnYUV0TVdMcHZfREg1UzYtZld6MExiYm1aMVE0dDJFQlg4dGlzWS1RYWkycmVfR1NwRHJjU1o4TGdfSmxZX2Nyekx6NlNuU3Q5Ym8y?oc=5,2026-08-26 19:28
"Polres Gresik Ungkap 14 Kasus Narkoba, 17 Tersangka Pengedar Diamankan - memorandum.disway.id - Memorandum.co.id",26 Aug 2026,Keamanan & Hukum,Google News (Memorandum.co.id),google_news,"Polres Gresik Ungkap 14 Kasus Narkoba, 17 Tersangka Pengedar Diamankan - memorandum.disway.id Memorandum.co.id",https://news.google.com/rss/articles/CBMiuAFBVV95cUxORVlpVWlxQ01TeG0zOU93VmN0QXJpTXF3VHNPZHNGMnNQWHk0ZGNjSUt2X0tWUzRuRjZwNWZSRUtibzBWaURoZDFJNzg5ZjFtNHJnYlNta1U3YWZWQTI0SDdLSWt3QkJ5X1NwcnE2M0w3Z3djWmFHZ1BxWklHRnRfZXZxbERUdmQwS3hIcU83Z0J0M25tZHRUZm44d2V2ZGl3dTlZeUN0VWFxS2JOd0cta0dhdzZfVnEz0gGuAUFVX3lxTE5jaGhfRFhNWXRGRE51T1pvSS1WSGFtLWZqSGZ4ODBhTlFEcV9GbTRzNktpbjJEODlsRjFaNFBVSE9iU25VNDFYSVQtM2pjR2RWdk9tc2docmNOdzU3OHNZbkhIRUJnVTVyMWxaSTE2TXdXc2VSbEd4a3l3NFBpTFV2MlFJVWF2ZERCcE5oU0JPM1BUelZQb25qLXY0bC0yZjFjS0ppQkIwTjNXemk3UQ?oc=5,2026-08-26 19:28
"Investasi Jatim Tembus Rp72,7 Triliun, Surabaya dan Gresik Jadi Penggerak Utama - memorandum.disway.id - Memorandum.co.id",25 Aug 2026,Ekonomi & UMKM,Google News (Memorandum.co.id),google_news,"Investasi Jatim Tembus Rp72,7 Triliun, Surabaya dan Gresik Jadi Penggerak Utama - memorandum.disway.id Memorandum.co.id",https://news.google.com/rss/articles/CBMiwgFBVV95cUxNRHppallUdC1tYy0wLURWazdMdi1PVmdXbjUwdDdSQVdtVGxaX2pEbC1BSFc5OUtHeWlXemFsaHYzZmtzd1ltXy1zbHJtdVJNYjJZRi1YRnZDUkVlSllkU19hX1BlQWpkV0R3OHN1bWtaWWRIYmpVMHVUUUtqZ2lDbDllYjNIaWNoWnNlbzVTblg0cjZwbU5SOFhIN1p4UENLeDBPNDNyR21YclZDNFpxSkl4NUx4NGszdEk4SDl5SUxHZ9IBuAFBVV95cUxNY3JmRTdHUzhVa05hMm9tMUlHOFBzRXNpUGYxQjFKM3ZmM21POVRWQ3dSdWtsWEdEQjV6ajREMWF0SFJXa184MmF5UGtpaUV4NEhBeTQ1akN4a1NhcmFHUXNoa3A5aldWeWVwTFdCdk4tWnRRN2FTcFd1cmNJdUhqWmVqNUlITW1HcFlfTmt1dDhzTUFCQ1k3WV93RmJiUjk4bDloR0t5c1V2aVRWa1BwZ3IyQTZ5M3Jm?oc=5,2026-08-26 19:28
"Dampak Kekeringan Mulai Terasa, BPBD Gresik Distribusikan Air Bersih ke Lima Desa - memorandum.disway.id - Memorandum.co.id",25 Aug 2026,Lingkungan,Google News (Memorandum.co.id),google_news,"Dampak Kekeringan Mulai Terasa, BPBD Gresik Distribusikan Air Bersih ke Lima Desa - memorandum.disway.id Memorandum.co.id",https://news.google.com/rss/articles/CBMixwFBVV95cUxPM2NqUTFrakY3eG9HenZRSllMS1VkOXE5VE84eXBRekFuN2I0cTVwQ0lhRWtNQlZMS1F1RWx6Rk1oREpIakZ1MWsxSThsdHN5WGxyX0NaZXVabFFtTEhrSmxaMkdWSWgzNi00Rm82cUNvemR3LTFnXy1iWGlzWENWZEZrWXd1b3E1ZkdQSjFZNXBPaWxZWm5VWms4WDZfZ21ZWnNxYm4xeS0zeFRKMUJBa0Nqa3QyeEpNYksxcElFYXhzMEsyZEI40gG8AUFVX3lxTE1vQUpCTWd5ZEo2SkI2cU5ocGoxMG50X0NoWXA0Q2FXQWhsT0diWUd6Q0NzZVc0M2VCbTNvQnp5cDVXV3N5Tkdja2o0V2J3RzlYUl9aNFZYMERrS1FVN1BSVDlVZzVfVWpMdGktTXpvUVN1ZXF2dzlmVWlGNXZZZ1F0clUwZEdwc2x5V0tKYTZtMWtaVHptZVplZnVnSTRDY3dsa2VBS3JVcWU3TFJXNjVSeTJjalh6a0pNM2Zi?oc=5,2026-08-26 19:28
"Asap Abu-Abu Gegerkan Warga Driyorejo, Tempat Pengepul Rongsokan di Bambe Gresik Ludes Terbakar - Radar Gresik",25 Aug 2026,Umum,Google News (Radar Gresik),google_news,"Asap Abu-Abu Gegerkan Warga Driyorejo, Tempat Pengepul Rongsokan di Bambe Gresik Ludes Terbakar Radar Gresik",https://news.google.com/rss/articles/CBMi4AFBVV95cUxPbDdvZ1RsQmtCd1VZV0RvY0tueDlmZjFSYUNmTEVNaUZ0bXVIbzZxNlA0bEJnMzBTcFNhbjliQUlSRW8yUVUyZHpZV0RJcld1MDJBa0h1VEh6RnFQM0Y4YkVCU2RKTUlkc0ViMy05aW91RlItelF4STNLSWE4MHhEWUo3SDBoUXdIRzhZNHBwNFRQMTNtRzFpRjhRa0RRZE5Yay1NQVRsek0xeEwyT1NjLVJ3WE9weHZWY3JTeFlrZGxFUDBvb09MZVhtT1Jyb1BFX3llQzRVUzlrdlg0T1doU9IB5gFBVV95cUxQUnVXanhPLTN0eWlmSkk4SE4yQzkwa0liWXNSSGtKdFlON2tjU1BjY0c4Y21kczVQODJ4T1FRRHI2R0t6bVVyeURzNEdKRnFsb0V5VnZVWWp5LTFVNXVIXzFrV2p4MTVaSHp5aS13VTR5UmstRGw4RHkzQXAzZFZ1Mk5ORXE1bDBzQnhrTjJPenYxRTROTzhZdXFhQ1NNc1FuMmk2N0dDajFhS1gyM3ZZUzFXYXFlQ0gwWnE4U0RKSU1oM3RQRWs1aHh2RE5CUGZvemZLN1oyRlVnd1hvLXV3U3cwVG1ydw?oc=5,2026-08-26 19:28
"Sertijab Karutan Gresik, Dhimas Isdwiyono Resmi Gantikan Eko Widiatmoko - Radar Gresik",25 Aug 2026,Pendidikan,Google News (Radar Gresik),google_news,"Sertijab Karutan Gresik, Dhimas Isdwiyono Resmi Gantikan Eko Widiatmoko Radar Gresik",https://news.google.com/rss/articles/CBMiwwFBVV95cUxOUmVQNldJWThnQno2eDNScWM4cngxc3ZQYUt5dGNFMTVuWlZ6SlE3ZjZJQlloeW5aNmRuWlVpMW9OckxuVVNfX3hkSEdGYkFraGI1bG9xUF9vbkdTYy1sY3BEczRUYi1MZFRsclJ3X0tqdk03bGJlMG54bGlaNWRETXM0ZFJkbXU2WU9ZVlVmTG9KTVJ0MndWZi1vd2syWmRzeEkyb0h5dG5uX05qZGtRVXFzWmxneHo4WEtMcy1VcF9QOFnSAcgBQVVfeXFMUGdQOWNEZVdITl8zZFc2di0yRE1tTDZ3cmVuZnN1WHQ5VDhsQUFjRFRUc25iZ0xNN1dOZHFBNF9tMTJfTDg5LW1paE1FMFJjdEFrLXhQcjd6Z2ZNUTREeXhTTUFhQU1QZGVtU3RGLUpkQ0NUbkdjeF9feURsVWZ1ajJubk5tOGhXVzZuSUVqTU8zTFBBTzNXZHdoMlVJQjJOU1lTQzhkWmk5dk5FZTl5QnI3RmFNUkd0X2FTcFNCTWt0bzFXdUlpcEg?oc=5,2026-08-26 19:28
"Beralih ke Energi Hijau, DLH Gresik Siapkan Skema PSEL dan Mesin RDF - Radar Gresik",24 Aug 2026,Umum,Google News (Radar Gresik),google_news,"Beralih ke Energi Hijau, DLH Gresik Siapkan Skema PSEL dan Mesin RDF Radar Gresik",https://news.google.com/rss/articles/CBMi0AFBVV95cUxNLWZuWE52Y0NJTDBoX3FoN2hfRXd6WE81MFJXZ2dvdU5XZTJpUU56ajRLYmVMRUJqRU5MNFhMSFVpTThEb1RFVkFreVZ5RmpVWUVZNW4xdlk0YXQybDQtaTFEM0lMLW1kdXZCZC1rdU56a2pCbDFwVGtYdUtORVp2ZFp1a2dYOEFaVlJFRTE2VjlRSVY5SU9NWnZpUl9PaVRkS0hyeUd4Vk1zNk9lRWlYS2Q3MEc2eGlNNlJRY3NFV0JuMjZwQmRlMzhpSzV1Ympv0gHWAUFVX3lxTE8tc0hnOHRPdnk0Y05MdHpwZlp4dnAtd0VzSmJsa1otY05QQXlSYmItWXBERTdtMHc1YUgzNGFWQzdVQnM0cUFNb1ZrVEc3UERIbmFiMjdGdElGUUVnUGI1WFkwaS0yVEQzTGZrdkFZWVJLazNybGRiSGJHVkFCUi1TLWZ3aDNLM3AyeFJQMnhlOXNhcDdOVXU4WFdPZWl0RXJKUHlpUnE5RXYtM2YtSWJLLWFDN3lETWRlZUdWSVRrb2tUYWxSRFMzTGxZM2NaLTExakJWbkE?oc=5,2026-08-26 19:28
